ProdutoID;Nome;Descrição;Preço;Estoque;CategoriaID;FornecedorID
5773;Produto 5773;capa para celular 5773;639.35;15;7;1
5774;Produto 5774;capa para celular 5774;700.95;121;9;1
5775;Produto 5775;capa para celular 5775;954.61;260;4;2
5776;Produto 5776;capa para celular 5776;237.49;407;3;5
5777;Produto 5777;capa para celular 5777;169.94;102;4;4
5778;Produto 5778;capa para celular 5778;950.14;295;6;1
5779;Produto 5779;capa para celular 5779;361.0;295;3;3
5780;Produto 5780;capa para celular 5780;265.36;478;7;2
5781;Produto 5781;capa para celular 5781;688.69;452;8;4
5782;Produto 5782;capa para celular 5782;796.03;202;9;2
5783;Produto 5783;capa para celular 5783;123.0;495;10;2
5784;Produto 5784;capa para celular 5784;725.38;267;6;1
5785;Produto 5785;capa para celular 5785;198.36;151;3;5
5786;Produto 5786;capa para celular 5786;625.71;452;7;5
5787;Produto 5787;capa para celular 5787;389.5;237;3;1
5788;Produto 5788;capa para celular 5788;936.88;138;4;5
5789;Produto 5789;capa para celular 5789;246.76;262;2;3
5790;Produto 5790;capa para celular 5790;791.11;138;5;3
5791;Produto 5791;capa para celular 5791;195.0;463;3;4
5792;Produto 5792;capa para celular 5792;530.05;432;3;1
5793;Produto 5793;capa para celular 5793;452.81;316;4;5
5794;Produto 5794;capa para celular 5794;146.21;482;10;3
5795;Produto 5795;capa para celular 5795;721.08;462;9;4
5796;Produto 5796;capa para celular 5796;828.71;276;6;2
5797;Produto 5797;capa para celular 5797;173.57;481;10;5
5798;Produto 5798;capa para celular 5798;407.3;119;5;3
5799;Produto 5799;capa para celular 5799;444.66;483;5;5
5800;Produto 5800;capa para celular 5800;122.84;481;8;5
5801;Produto 5801;capa para celular 5801;245.1;77;1;2
5802;Produto 5802;capa para celular 5802;976.9;203;3;2
5803;Produto 5803;capa para celular 5803;196.43;236;9;2
5804;Produto 5804;capa para celular 5804;451.95;175;5;1
5805;Produto 5805;capa para celular 5805;419.67;374;1;5
5806;Produto 5806;capa para celular 5806;896.43;216;2;2
5807;Produto 5807;capa para celular 5807;533.6;342;9;3
5808;Produto 5808;capa para celular 5808;92.74;350;6;2
5809;Produto 5809;capa para celular 5809;497.66;136;1;4
5810;Produto 5810;capa para celular 5810;558.6;380;2;2
5811;Produto 5811;capa para celular 5811;699.84;41;1;1
5812;Produto 5812;capa para celular 5812;285.83;121;1;1
5813;Produto 5813;capa para celular 5813;21.62;205;10;3
5814;Produto 5814;capa para celular 5814;595.91;380;7;2
5815;Produto 5815;capa para celular 5815;789.92;499;1;3
5816;Produto 5816;capa para celular 5816;951.7;208;3;2
5817;Produto 5817;capa para celular 5817;527.96;120;3;2
5818;Produto 5818;capa para celular 5818;812.24;494;1;5
5819;Produto 5819;capa para celular 5819;144.15;493;5;4
5820;Produto 5820;capa para celular 5820;977.18;347;3;5
5821;Produto 5821;capa para celular 5821;408.12;493;10;4
5822;Produto 5822;capa para celular 5822;284.17;467;5;4
5823;Produto 5823;capa para celular 5823;27.89;275;3;3
5824;Produto 5824;capa para celular 5824;732.92;396;10;1
5825;Produto 5825;capa para celular 5825;342.98;328;9;1
5826;Produto 5826;capa para celular 5826;63.42;250;6;2
5827;Produto 5827;capa para celular 5827;485.4;81;3;2
5828;Produto 5828;capa para celular 5828;742.08;181;2;1
5829;Produto 5829;capa para celular 5829;913.55;35;10;1
5830;Produto 5830;capa para celular 5830;327.33;28;8;3
5831;Produto 5831;capa para celular 5831;158.64;49;5;4
5832;Produto 5832;capa para celular 5832;481.74;47;10;2
5833;Produto 5833;capa para celular 5833;729.99;397;4;4
5834;Produto 5834;capa para celular 5834;904.06;97;5;4
5835;Produto 5835;capa para celular 5835;980.1;452;5;3
5836;Produto 5836;capa para celular 5836;417.61;55;8;2
5837;Produto 5837;capa para celular 5837;881.76;366;3;4
5838;Produto 5838;capa para celular 5838;549.59;11;9;5
5839;Produto 5839;capa para celular 5839;109.65;259;5;3
5840;Produto 5840;capa para celular 5840;42.89;437;3;2
5841;Produto 5841;capa para celular 5841;39.68;17;1;3
5842;Produto 5842;capa para celular 5842;677.05;79;3;3
5843;Produto 5843;capa para celular 5843;561.44;466;4;3
5844;Produto 5844;capa para celular 5844;161.52;215;1;4
5845;Produto 5845;capa para celular 5845;929.71;148;10;4
5846;Produto 5846;capa para celular 5846;795.86;224;10;2
5847;Produto 5847;capa para celular 5847;876.93;410;4;4
5848;Produto 5848;capa para celular 5848;501.07;155;3;3
5849;Produto 5849;capa para celular 5849;131.8;90;10;1
5850;Produto 5850;capa para celular 5850;328.8;203;9;5
5851;Produto 5851;capa para celular 5851;972.29;366;2;5
5852;Produto 5852;capa para celular 5852;24.75;147;5;1
5853;Produto 5853;capa para celular 5853;955.77;57;5;3
5854;Produto 5854;capa para celular 5854;306.24;1;10;3
5855;Produto 5855;capa para celular 5855;559.08;3;6;1
5856;Produto 5856;capa para celular 5856;184.28;159;3;3
5857;Produto 5857;capa para celular 5857;817.23;395;6;5
5858;Produto 5858;capa para celular 5858;56.61;482;2;3
5859;Produto 5859;capa para celular 5859;24.92;452;9;1
5860;Produto 5860;capa para celular 5860;896.41;225;3;3
5861;Produto 5861;capa para celular 5861;398.31;191;4;1
5862;Produto 5862;capa para celular 5862;162.19;55;7;1
5863;Produto 5863;capa para celular 5863;736.38;213;6;5
5864;Produto 5864;capa para celular 5864;734.42;191;7;3
5865;Produto 5865;capa para celular 5865;129.02;266;8;5
5866;Produto 5866;capa para celular 5866;336.47;125;9;3
5867;Produto 5867;capa para celular 5867;751.1;396;7;4
5868;Produto 5868;capa para celular 5868;797.87;364;10;4
5869;Produto 5869;capa para celular 5869;356.57;94;2;5
5870;Produto 5870;capa para celular 5870;77.28;398;5;5
5871;Produto 5871;capa para celular 5871;740.11;291;4;3
5872;Produto 5872;capa para celular 5872;61.78;482;3;3
5873;Produto 5873;capa para celular 5873;192.62;443;4;3
5874;Produto 5874;capa para celular 5874;965.51;276;2;2
5875;Produto 5875;capa para celular 5875;940.7;146;5;2
5876;Produto 5876;capa para celular 5876;791.68;190;10;1
5877;Produto 5877;capa para celular 5877;917.96;362;5;3
5878;Produto 5878;capa para celular 5878;831.74;258;5;3
5879;Produto 5879;capa para celular 5879;237.76;395;1;2
5880;Produto 5880;capa para celular 5880;294.32;386;5;1
5881;Produto 5881;capa para celular 5881;429.79;328;1;1
5882;Produto 5882;capa para celular 5882;228.01;433;7;2
5883;Produto 5883;capa para celular 5883;44.48;221;8;5
5884;Produto 5884;capa para celular 5884;258.64;343;8;2
5885;Produto 5885;capa para celular 5885;893.46;465;2;3
5886;Produto 5886;capa para celular 5886;404.25;384;6;3
5887;Produto 5887;capa para celular 5887;300.62;280;8;5
5888;Produto 5888;capa para celular 5888;503.63;133;4;1
5889;Produto 5889;capa para celular 5889;844.79;72;3;2
5890;Produto 5890;capa para celular 5890;454.74;257;4;4
5891;Produto 5891;capa para celular 5891;954.74;430;10;2
5892;Produto 5892;capa para celular 5892;229.23;399;2;2
5893;Produto 5893;capa para celular 5893;354.75;24;2;3
5894;Produto 5894;capa para celular 5894;550.76;491;5;3
5895;Produto 5895;capa para celular 5895;279.39;453;7;5
5896;Produto 5896;capa para celular 5896;980.61;69;9;2
5897;Produto 5897;capa para celular 5897;771.04;289;2;1
5898;Produto 5898;capa para celular 5898;933.52;186;2;4
5899;Produto 5899;capa para celular 5899;669.27;104;10;2
5900;Produto 5900;capa para celular 5900;476.56;224;6;3
5901;Produto 5901;capa para celular 5901;852.52;304;7;3
5902;Produto 5902;capa para celular 5902;465.22;296;4;2
5903;Produto 5903;capa para celular 5903;782.23;252;8;2
5904;Produto 5904;capa para celular 5904;268.48;319;4;3
5905;Produto 5905;capa para celular 5905;580.43;265;7;5
5906;Produto 5906;capa para celular 5906;51.8;180;7;5
5907;Produto 5907;capa para celular 5907;915.71;490;6;3
5908;Produto 5908;capa para celular 5908;329.66;116;6;3
5909;Produto 5909;capa para celular 5909;538.85;206;9;3
5910;Produto 5910;capa para celular 5910;581.78;183;7;4
5911;Produto 5911;capa para celular 5911;779.01;169;7;2
5912;Produto 5912;capa para celular 5912;849.21;77;3;3
5913;Produto 5913;capa para celular 5913;194.5;201;2;2
5914;Produto 5914;capa para celular 5914;226.63;327;1;3
5915;Produto 5915;capa para celular 5915;987.64;139;1;1
5916;Produto 5916;capa para celular 5916;573.52;2;1;2
5917;Produto 5917;capa para celular 5917;135.51;319;5;2
5918;Produto 5918;capa para celular 5918;449.61;199;5;2
5919;Produto 5919;capa para celular 5919;757.88;147;4;1
5920;Produto 5920;capa para celular 5920;875.07;47;6;2
5921;Produto 5921;capa para celular 5921;674.53;275;2;2
5922;Produto 5922;capa para celular 5922;831.69;212;10;1
5923;Produto 5923;capa para celular 5923;172.1;183;3;4
5924;Produto 5924;capa para celular 5924;846.85;73;7;4
5925;Produto 5925;capa para celular 5925;346.29;55;8;1
5926;Produto 5926;capa para celular 5926;290.28;275;10;3
5927;Produto 5927;capa para celular 5927;466.27;415;5;1
5928;Produto 5928;capa para celular 5928;899.99;345;6;3
5929;Produto 5929;capa para celular 5929;358.51;51;5;1
5930;Produto 5930;capa para celular 5930;277.16;360;1;5
5931;Produto 5931;capa para celular 5931;438.38;347;5;4
5932;Produto 5932;capa para celular 5932;695.72;290;3;3
5933;Produto 5933;capa para celular 5933;813.51;347;6;4
5934;Produto 5934;capa para celular 5934;270.02;295;1;1
5935;Produto 5935;capa para celular 5935;306.39;352;2;5
5936;Produto 5936;capa para celular 5936;125.46;473;2;4
5937;Produto 5937;capa para celular 5937;116.86;460;5;2
5938;Produto 5938;capa para celular 5938;160.86;468;9;1
5939;Produto 5939;capa para celular 5939;175.31;92;3;1
5940;Produto 5940;capa para celular 5940;291.95;273;5;2
5941;Produto 5941;capa para celular 5941;92.1;82;8;2
5942;Produto 5942;capa para celular 5942;664.88;179;8;1
5943;Produto 5943;capa para celular 5943;621.26;218;10;4
5944;Produto 5944;capa para celular 5944;814.44;498;10;2
5945;Produto 5945;capa para celular 5945;562.03;14;3;5
5946;Produto 5946;capa para celular 5946;965.12;403;4;2
5947;Produto 5947;capa para celular 5947;388.91;150;9;4
5948;Produto 5948;capa para celular 5948;522.53;495;1;3
5949;Produto 5949;capa para celular 5949;90.05;97;7;4
5950;Produto 5950;capa para celular 5950;296.38;401;5;2
5951;Produto 5951;capa para celular 5951;546.25;78;1;5
5952;Produto 5952;capa para celular 5952;244.48;430;1;1
5953;Produto 5953;capa para celular 5953;429.51;172;10;5
5954;Produto 5954;capa para celular 5954;983.45;350;2;3
5955;Produto 5955;capa para celular 5955;893.45;481;1;1
5956;Produto 5956;capa para celular 5956;644.64;244;4;1
5957;Produto 5957;capa para celular 5957;833.31;483;6;4
5958;Produto 5958;capa para celular 5958;601.85;171;9;5
5959;Produto 5959;capa para celular 5959;962.66;389;1;3
5960;Produto 5960;capa para celular 5960;614.7;35;2;4
5961;Produto 5961;capa para celular 5961;815.38;135;10;2
5962;Produto 5962;capa para celular 5962;160.02;260;2;2
5963;Produto 5963;capa para celular 5963;389.78;421;2;2
5964;Produto 5964;capa para celular 5964;905.9;462;6;5
5965;Produto 5965;capa para celular 5965;262.12;413;7;5
5966;Produto 5966;capa para celular 5966;490.09;177;8;1
5967;Produto 5967;capa para celular 5967;217.06;80;10;1
5968;Produto 5968;capa para celular 5968;77.52;13;5;4
5969;Produto 5969;capa para celular 5969;852.42;172;9;4
5970;Produto 5970;capa para celular 5970;511.47;340;9;5
5971;Produto 5971;capa para celular 5971;854.0;378;6;5
5972;Produto 5972;capa para celular 5972;689.22;247;6;1
5973;Produto 5973;capa para celular 5973;321.94;190;5;2
5974;Produto 5974;capa para celular 5974;81.27;10;7;5
5975;Produto 5975;capa para celular 5975;937.3;272;7;1
5976;Produto 5976;capa para celular 5976;818.99;424;5;1
5977;Produto 5977;capa para celular 5977;555.3;88;1;3
5978;Produto 5978;capa para celular 5978;699.77;348;10;1
5979;Produto 5979;capa para celular 5979;964.31;433;3;5
5980;Produto 5980;capa para celular 5980;66.66;300;1;2
5981;Produto 5981;capa para celular 5981;863.53;114;7;4
5982;Produto 5982;capa para celular 5982;370.91;41;3;2
5983;Produto 5983;capa para celular 5983;760.52;339;1;5
5984;Produto 5984;capa para celular 5984;928.19;86;3;1
5985;Produto 5985;capa para celular 5985;569.42;214;4;5
5986;Produto 5986;capa para celular 5986;917.49;195;6;2
5987;Produto 5987;capa para celular 5987;37.51;392;10;1
5988;Produto 5988;capa para celular 5988;29.37;308;10;3
5989;Produto 5989;capa para celular 5989;497.69;336;1;4
5990;Produto 5990;capa para celular 5990;278.76;200;2;1
5991;Produto 5991;capa para celular 5991;831.62;172;4;5
5992;Produto 5992;capa para celular 5992;128.02;197;9;4
5993;Produto 5993;capa para celular 5993;270.48;264;4;1
5994;Produto 5994;capa para celular 5994;900.94;458;6;2
5995;Produto 5995;capa para celular 5995;275.08;400;4;5
5996;Produto 5996;capa para celular 5996;230.37;244;8;2
5997;Produto 5997;capa para celular 5997;894.95;177;9;1
5998;Produto 5998;capa para celular 5998;114.83;344;8;1
5999;Produto 5999;capa para celular 5999;882.52;293;8;4
6000;Produto 6000;capa para celular 6000;538.81;98;10;3
6001;Produto 6001;capa para celular 6001;939.28;60;6;5
6002;Produto 6002;capa para celular 6002;861.64;110;10;4
6003;Produto 6003;capa para celular 6003;890.96;211;10;4
6004;Produto 6004;capa para celular 6004;838.64;253;7;2
6005;Produto 6005;capa para celular 6005;764.84;477;6;2
6006;Produto 6006;capa para celular 6006;500.23;343;7;1
6007;Produto 6007;capa para celular 6007;701.03;59;1;5
6008;Produto 6008;capa para celular 6008;34.26;12;7;1
6009;Produto 6009;capa para celular 6009;742.72;410;3;2
6010;Produto 6010;capa para celular 6010;52.71;248;10;3
6011;Produto 6011;capa para celular 6011;410.33;88;8;3
6012;Produto 6012;capa para celular 6012;797.49;277;8;3
6013;Produto 6013;capa para celular 6013;19.64;48;6;1
6014;Produto 6014;capa para celular 6014;584.51;293;1;1
6015;Produto 6015;capa para celular 6015;715.04;49;7;1
6016;Produto 6016;capa para celular 6016;757.89;432;10;3
6017;Produto 6017;capa para celular 6017;688.6;121;8;5
6018;Produto 6018;capa para celular 6018;521.75;474;3;4
6019;Produto 6019;capa para celular 6019;924.7;391;7;5
6020;Produto 6020;capa para celular 6020;400.39;181;3;4
6021;Produto 6021;capa para celular 6021;969.21;263;8;5
6022;Produto 6022;capa para celular 6022;923.82;43;4;3
6023;Produto 6023;capa para celular 6023;590.56;353;2;4
6024;Produto 6024;capa para celular 6024;379.98;477;7;1
6025;Produto 6025;capa para celular 6025;316.96;489;2;5
6026;Produto 6026;capa para celular 6026;73.27;27;8;2
6027;Produto 6027;capa para celular 6027;785.9;125;10;4
6028;Produto 6028;capa para celular 6028;607.4;473;2;3
6029;Produto 6029;capa para celular 6029;843.47;220;2;3
6030;Produto 6030;capa para celular 6030;403.78;230;7;1
6031;Produto 6031;capa para celular 6031;508.82;125;4;1
6032;Produto 6032;capa para celular 6032;382.87;110;1;1
6033;Produto 6033;capa para celular 6033;655.12;152;6;1
6034;Produto 6034;capa para celular 6034;395.93;185;4;3
6035;Produto 6035;capa para celular 6035;371.75;314;7;1
6036;Produto 6036;capa para celular 6036;333.56;166;1;1
6037;Produto 6037;capa para celular 6037;171.46;97;2;4
6038;Produto 6038;capa para celular 6038;72.65;115;8;3
6039;Produto 6039;capa para celular 6039;253.85;457;5;3
6040;Produto 6040;capa para celular 6040;166.97;343;6;1
6041;Produto 6041;capa para celular 6041;100.45;52;8;4
6042;Produto 6042;capa para celular 6042;717.74;392;6;3
6043;Produto 6043;capa para celular 6043;270.27;358;5;1
6044;Produto 6044;capa para celular 6044;811.59;463;2;5
6045;Produto 6045;capa para celular 6045;348.78;340;1;4
6046;Produto 6046;capa para celular 6046;415.44;457;7;4
6047;Produto 6047;capa para celular 6047;429.55;241;10;1
6048;Produto 6048;capa para celular 6048;456.01;444;6;4
6049;Produto 6049;capa para celular 6049;111.43;107;6;4
6050;Produto 6050;capa para celular 6050;461.51;329;9;4
6051;Produto 6051;capa para celular 6051;663.86;366;8;5
6052;Produto 6052;capa para celular 6052;21.01;202;7;5
6053;Produto 6053;capa para celular 6053;94.75;493;3;3
6054;Produto 6054;capa para celular 6054;777.89;426;1;1
6055;Produto 6055;capa para celular 6055;807.68;490;9;1
6056;Produto 6056;capa para celular 6056;461.71;495;5;5
6057;Produto 6057;capa para celular 6057;349.19;163;2;1
6058;Produto 6058;capa para celular 6058;985.18;61;9;5
6059;Produto 6059;capa para celular 6059;503.32;60;2;4
6060;Produto 6060;capa para celular 6060;948.43;424;5;4
6061;Produto 6061;capa para celular 6061;908.66;102;7;1
6062;Produto 6062;capa para celular 6062;836.06;429;9;4
6063;Produto 6063;capa para celular 6063;472.79;226;7;4
6064;Produto 6064;capa para celular 6064;857.69;275;3;5
6065;Produto 6065;capa para celular 6065;526.61;206;9;5
6066;Produto 6066;capa para celular 6066;391.08;276;9;1
6067;Produto 6067;capa para celular 6067;511.53;393;1;2
6068;Produto 6068;capa para celular 6068;841.92;88;9;1
6069;Produto 6069;capa para celular 6069;867.23;145;5;2
6070;Produto 6070;capa para celular 6070;933.0;389;2;1
6071;Produto 6071;capa para celular 6071;793.26;440;6;4
6072;Produto 6072;capa para celular 6072;280.54;250;3;1
6073;Produto 6073;capa para celular 6073;975.79;452;5;2
6074;Produto 6074;capa para celular 6074;613.08;53;4;5
6075;Produto 6075;capa para celular 6075;936.16;152;4;1
6076;Produto 6076;capa para celular 6076;153.98;165;8;1
6077;Produto 6077;capa para celular 6077;269.19;449;9;1
6078;Produto 6078;capa para celular 6078;813.04;454;4;5
6079;Produto 6079;capa para celular 6079;657.12;452;8;2
6080;Produto 6080;capa para celular 6080;136.3;135;7;3
6081;Produto 6081;capa para celular 6081;262.49;154;5;3
6082;Produto 6082;capa para celular 6082;353.55;340;8;2
6083;Produto 6083;capa para celular 6083;334.32;472;1;2
6084;Produto 6084;capa para celular 6084;82.9;424;5;3
6085;Produto 6085;capa para celular 6085;556.2;354;6;1
6086;Produto 6086;capa para celular 6086;47.99;368;6;1
6087;Produto 6087;capa para celular 6087;562.89;183;4;1
6088;Produto 6088;capa para celular 6088;81.65;18;7;5
6089;Produto 6089;capa para celular 6089;797.68;358;7;3
6090;Produto 6090;capa para celular 6090;564.81;492;10;5
6091;Produto 6091;capa para celular 6091;515.23;72;4;4
6092;Produto 6092;capa para celular 6092;761.09;328;4;3
6093;Produto 6093;capa para celular 6093;635.49;93;2;2
6094;Produto 6094;capa para celular 6094;763.51;182;10;1
6095;Produto 6095;capa para celular 6095;811.64;487;5;1
6096;Produto 6096;capa para celular 6096;395.52;395;9;2
6097;Produto 6097;capa para celular 6097;347.7;382;4;4
6098;Produto 6098;capa para celular 6098;643.43;17;6;1
6099;Produto 6099;capa para celular 6099;958.16;36;7;4
6100;Produto 6100;capa para celular 6100;527.33;80;5;4
6101;Produto 6101;capa para celular 6101;554.68;114;2;3
6102;Produto 6102;capa para celular 6102;342.82;246;7;1
6103;Produto 6103;capa para celular 6103;428.37;18;7;3
6104;Produto 6104;capa para celular 6104;33.47;363;9;3
6105;Produto 6105;capa para celular 6105;498.47;446;9;1
6106;Produto 6106;capa para celular 6106;655.85;413;3;2
6107;Produto 6107;capa para celular 6107;334.6;100;3;3
6108;Produto 6108;capa para celular 6108;399.23;282;8;5
6109;Produto 6109;capa para celular 6109;81.03;336;7;4
6110;Produto 6110;capa para celular 6110;906.92;200;9;2
6111;Produto 6111;capa para celular 6111;48.14;191;1;2
6112;Produto 6112;capa para celular 6112;422.61;318;4;2
6113;Produto 6113;capa para celular 6113;582.53;295;9;2
6114;Produto 6114;capa para celular 6114;429.17;91;1;3
6115;Produto 6115;capa para celular 6115;72.9;111;5;5
6116;Produto 6116;capa para celular 6116;34.19;55;10;3
6117;Produto 6117;capa para celular 6117;456.93;407;5;4
6118;Produto 6118;capa para celular 6118;985.29;403;9;3
6119;Produto 6119;capa para celular 6119;204.74;171;1;4
6120;Produto 6120;capa para celular 6120;339.21;255;2;1
6121;Produto 6121;capa para celular 6121;898.49;53;10;4
6122;Produto 6122;capa para celular 6122;627.04;463;1;3
6123;Produto 6123;capa para celular 6123;876.42;347;5;1
6124;Produto 6124;capa para celular 6124;143.39;296;6;4
6125;Produto 6125;capa para celular 6125;717.4;204;2;4
6126;Produto 6126;capa para celular 6126;255.22;126;5;4
6127;Produto 6127;capa para celular 6127;592.08;170;5;3
6128;Produto 6128;capa para celular 6128;59.72;476;3;3
6129;Produto 6129;capa para celular 6129;124.37;274;8;4
6130;Produto 6130;capa para celular 6130;930.86;260;1;1
6131;Produto 6131;capa para celular 6131;659.2;288;9;4
6132;Produto 6132;capa para celular 6132;703.83;457;8;4
6133;Produto 6133;capa para celular 6133;649.53;23;7;5
6134;Produto 6134;capa para celular 6134;458.11;495;7;1
6135;Produto 6135;capa para celular 6135;849.07;162;4;5
6136;Produto 6136;capa para celular 6136;647.35;19;10;4
6137;Produto 6137;capa para celular 6137;972.3;87;2;3
6138;Produto 6138;capa para celular 6138;63.58;224;10;2
6139;Produto 6139;capa para celular 6139;71.99;315;9;5
6140;Produto 6140;capa para celular 6140;299.88;303;9;2
6141;Produto 6141;capa para celular 6141;155.55;87;3;4
6142;Produto 6142;capa para celular 6142;292.63;272;6;4
6143;Produto 6143;capa para celular 6143;596.13;366;5;4
6144;Produto 6144;capa para celular 6144;930.79;405;4;3
6145;Produto 6145;capa para celular 6145;582.74;162;4;1
6146;Produto 6146;capa para celular 6146;708.25;469;9;1
6147;Produto 6147;capa para celular 6147;101.66;65;4;2
6148;Produto 6148;capa para celular 6148;622.65;408;4;5
6149;Produto 6149;capa para celular 6149;522.35;365;8;4
6150;Produto 6150;capa para celular 6150;905.3;493;3;2
6151;Produto 6151;capa para celular 6151;183.11;311;4;5
6152;Produto 6152;capa para celular 6152;614.3;213;9;4
6153;Produto 6153;capa para celular 6153;367.65;177;4;1
6154;Produto 6154;capa para celular 6154;65.79;423;8;4
6155;Produto 6155;capa para celular 6155;112.69;90;10;3
6156;Produto 6156;capa para celular 6156;684.65;126;4;3
6157;Produto 6157;capa para celular 6157;634.15;161;9;1
6158;Produto 6158;capa para celular 6158;713.46;430;9;1
6159;Produto 6159;capa para celular 6159;711.49;363;1;5
6160;Produto 6160;capa para celular 6160;169.1;152;10;2
6161;Produto 6161;capa para celular 6161;434.35;283;10;3
6162;Produto 6162;capa para celular 6162;85.07;159;10;5
6163;Produto 6163;capa para celular 6163;227.8;129;6;5
6164;Produto 6164;capa para celular 6164;408.79;67;6;1
6165;Produto 6165;capa para celular 6165;156.09;46;4;2
6166;Produto 6166;capa para celular 6166;735.04;276;6;3
6167;Produto 6167;capa para celular 6167;966.47;450;1;2
6168;Produto 6168;capa para celular 6168;772.75;388;1;1
6169;Produto 6169;capa para celular 6169;260.12;159;7;4
6170;Produto 6170;capa para celular 6170;749.44;242;7;2
6171;Produto 6171;capa para celular 6171;290.88;271;2;1
6172;Produto 6172;capa para celular 6172;255.47;324;3;5
6173;Produto 6173;capa para celular 6173;968.55;85;9;3
6174;Produto 6174;capa para celular 6174;357.09;263;2;3
6175;Produto 6175;capa para celular 6175;769.18;103;7;1
6176;Produto 6176;capa para celular 6176;827.66;8;2;3
6177;Produto 6177;capa para celular 6177;527.73;49;10;1
6178;Produto 6178;capa para celular 6178;851.24;202;6;2
6179;Produto 6179;capa para celular 6179;491.01;365;5;1
6180;Produto 6180;capa para celular 6180;49.82;206;7;1
6181;Produto 6181;capa para celular 6181;585.69;91;1;3
6182;Produto 6182;capa para celular 6182;417.43;405;4;2
6183;Produto 6183;capa para celular 6183;711.84;221;10;3
6184;Produto 6184;capa para celular 6184;134.61;172;2;5
6185;Produto 6185;capa para celular 6185;259.8;466;6;3
6186;Produto 6186;capa para celular 6186;278.54;450;5;3
6187;Produto 6187;capa para celular 6187;509.53;212;2;4
6188;Produto 6188;capa para celular 6188;848.92;412;3;5
6189;Produto 6189;capa para celular 6189;462.93;66;3;2
6190;Produto 6190;capa para celular 6190;93.2;9;2;3
6191;Produto 6191;capa para celular 6191;659.84;166;6;5
6192;Produto 6192;capa para celular 6192;203.79;9;4;2
6193;Produto 6193;capa para celular 6193;263.35;88;7;4
6194;Produto 6194;capa para celular 6194;196.63;386;2;4
6195;Produto 6195;capa para celular 6195;898.59;187;5;3
6196;Produto 6196;capa para celular 6196;223.73;327;8;3
6197;Produto 6197;capa para celular 6197;504.73;262;1;5
6198;Produto 6198;capa para celular 6198;16.76;455;7;2
6199;Produto 6199;capa para celular 6199;382.78;313;8;1
6200;Produto 6200;capa para celular 6200;435.61;412;5;4
6201;Produto 6201;capa para celular 6201;387.32;436;5;4
6202;Produto 6202;capa para celular 6202;502.96;260;7;5
6203;Produto 6203;capa para celular 6203;284.13;36;6;3
6204;Produto 6204;capa para celular 6204;262.72;381;7;3
6205;Produto 6205;capa para celular 6205;242.3;306;2;1
6206;Produto 6206;capa para celular 6206;126.61;359;9;5
6207;Produto 6207;capa para celular 6207;101.12;12;10;5
6208;Produto 6208;capa para celular 6208;377.68;30;4;4
6209;Produto 6209;capa para celular 6209;214.89;253;9;3
6210;Produto 6210;capa para celular 6210;143.34;435;10;4
6211;Produto 6211;capa para celular 6211;891.66;3;10;3
6212;Produto 6212;capa para celular 6212;770.02;272;2;2
6213;Produto 6213;capa para celular 6213;125.74;32;7;2
6214;Produto 6214;capa para celular 6214;938.15;5;9;3
6215;Produto 6215;capa para celular 6215;249.1;237;3;4
6216;Produto 6216;capa para celular 6216;210.81;100;4;1
6217;Produto 6217;capa para celular 6217;160.25;382;4;1
6218;Produto 6218;capa para celular 6218;77.71;260;5;5
6219;Produto 6219;capa para celular 6219;563.3;223;7;4
6220;Produto 6220;capa para celular 6220;351.02;52;9;2
6221;Produto 6221;capa para celular 6221;334.95;8;5;3
6222;Produto 6222;capa para celular 6222;574.95;225;2;4
6223;Produto 6223;capa para celular 6223;88.49;226;9;2
6224;Produto 6224;capa para celular 6224;553.68;379;5;2
6225;Produto 6225;capa para celular 6225;382.27;145;8;5
6226;Produto 6226;capa para celular 6226;970.14;217;7;1
6227;Produto 6227;capa para celular 6227;985.86;419;9;1
6228;Produto 6228;capa para celular 6228;954.57;115;10;1
6229;Produto 6229;capa para celular 6229;227.4;415;7;3
6230;Produto 6230;capa para celular 6230;346.68;48;2;3
6231;Produto 6231;capa para celular 6231;197.71;224;8;4
6232;Produto 6232;capa para celular 6232;982.63;57;1;4
6233;Produto 6233;capa para celular 6233;618.43;370;7;2
6234;Produto 6234;capa para celular 6234;303.43;382;8;1
6235;Produto 6235;capa para celular 6235;186.15;232;4;4
6236;Produto 6236;capa para celular 6236;303.61;472;9;5
6237;Produto 6237;capa para celular 6237;92.2;360;2;4
6238;Produto 6238;capa para celular 6238;214.52;15;3;5
6239;Produto 6239;capa para celular 6239;921.95;480;8;2
6240;Produto 6240;capa para celular 6240;892.65;61;1;1
6241;Produto 6241;capa para celular 6241;627.2;246;2;4
6242;Produto 6242;capa para celular 6242;470.12;311;8;4
6243;Produto 6243;capa para celular 6243;477.1;276;6;5
6244;Produto 6244;capa para celular 6244;539.03;241;7;5
6245;Produto 6245;capa para celular 6245;301.83;38;7;1
6246;Produto 6246;capa para celular 6246;766.03;181;6;5
6247;Produto 6247;capa para celular 6247;970.21;237;4;3
6248;Produto 6248;capa para celular 6248;644.09;174;9;5
6249;Produto 6249;capa para celular 6249;445.54;2;5;2
6250;Produto 6250;capa para celular 6250;924.46;1;10;1
6251;Produto 6251;capa para celular 6251;889.54;406;10;3
6252;Produto 6252;capa para celular 6252;79.06;239;4;4
6253;Produto 6253;capa para celular 6253;523.36;46;5;4
